Brand,Product,Price,Image_Link,Product_Link,summary,Fragrance Family,Key Notes,Benefits,How To Use,Ingredients
BETTER WORLD FRAGRANCE HOUSEÂ,Summer Mink Eau de Parfum,$84.00 - $148.00,,https://www.ulta.com/p/summer-mink-eau-de-parfum-pimprod2052027?sku=2638929,"Summer Mink, Top notes of Italian citrus and aromatic sage melt into a warm, spicy floral heart, settling into a sensual base of patchouli and creamy musk.",Amber Woody,"Top: Italian Citrus, Clary Sage Oil, Petitgrain OilMiddle: Rose Oil, Jasmine Sambac, SpicesDrydown: Patchouli Oil, Ambrofix, Musk",,,
BurberryÂ,Her Eau de Parfum,$111.00 - $225.00,,https://www.ulta.com/p/her-eau-de-parfum-pimprod2001011?sku=2534517,"Burberry Her Eau de Parfum is Burberry's first fruity gourmand perfume for women. Burberry Her Eau de Parfum is an artful blend of berries elevated by spirited jasmine and violet, and smoothed out with amber and musk. A multi-faceted, magnetic fruity gourmand, and the provocative scent of freedom.",Gourmand,Top - red and dark berriesMiddle - floral with a scent of jasmineBase - sensual musk-amber Item 2534517,,,
Carolina HerreraÂ,Good Girl Eau de Parfum,$91.00 - $187.00,,https://www.ulta.com/p/good-girl-eau-de-parfum-xlsImpprod16461053?sku=2580881,Carolina Herrera Good Girl Eau de Parfum is the ultimate femme fatale fragrance with sensual jasmine and the seductive tonka bean. It's so good to be bad.,Floral,"Top Notes- AlmondHeart Notes- Jasmine Sambac, Tuberose CrystalBase Notes- Tonka Bean, Cocoa Item 2580881",,,
KYLIE COSMETICSÂ,Cosmic Kylie Jenner Eau de Parfum,$54.00 - $84.00,,https://www.ulta.com/p/cosmic-kylie-jenner-eau-de-parfum-pimprod2044205?sku=2621890,"Cosmic Kylie Jenner is a magnetic ambery floral fragrance blossoming with sensual star jasmine, rich golden amber, and warming vanilla musk accord.","The heart radiates with accords of rich golden amber and red peony, while a base of warm cedarwood and vanilla musk accord offers a sweet enveloping aroma.","Top - star jasmine, blood orangeMiddle - golden amber accord, red peony accordBase - vanilla musk accord, cedarwood Item 2621890",,,
PhilosophyÂ,Fresh Cream Warm Cashmere Eau de Toilette,$28.00 - $58.00,,https://www.ulta.com/p/fresh-cream-warm-cashmere-eau-de-toilette-xlsImpprod18591001?sku=2529811,"Experience indulgence every day with Fresh Cream Warm Cashmere Eau de Toilette inspired by Philosophy's most-loved Fresh Cream, this time, curled up fireside.",Woody,"Top - juicy tangerineMiddle - cashmere wood, orchidBase - vanilla bean, creamy sandalwood, skin musk Item 2529811",,,
ValentinoÂ,Donna Born in Roma Coral Fantasy Eau de Parfum,$110.00 - $180.00,,https://www.ulta.com/p/donna-born-in-roma-coral-fantasy-eau-de-parfum-pimprod2032201?sku=2595425,"A fruity, floral perfume twisted by a bright and juicy Orange note, heightened by Rose and infused with Jasmine to create Valentino's Donna Born In Roma Coral Fantasy Eau de Parfum.",Fruity Floral,"Top - orangeMiddle - jasmine, roseBase - ambrette, musk Item 2595425",,,
Carolina HerreraÂ,Good Girl Blush Eau de Parfum,$102.00 - $200.00,,https://www.ulta.com/p/good-girl-blush-eau-de-parfum-pimprod2037334?sku=2607898,"Good Girl Blush Eau de Parfum is a fresh, floral explosion of femininity housed in a delicate powdery blush pastel-pink stiletto. This radiant re-invention of the iconic Good Girl scent reveals the multifaceted nature of modern womanhood with a double dose of sensual Vanilla and exotic Ylang Ylang.",Floral,Top - bergamot mandarinMiddle - ylang ylangBase - vanilla absolute tonka bean Item 2607898,,,
Yves Saint LaurentÂ,Libre Eau de Parfum,$110.00 - $225.00,,https://www.ulta.com/p/libre-eau-de-parfum-pimprod2008599?sku=2553364,"Libre Eau de Parfum is the women's fragrance of freedom by Yves Saint Laurent, a statement perfume for women who live by their own rules.",Warm Floral,Top - lavender essenceMiddle - orange blossomBase - musk accord Item 2553364,,,
Ariana GrandeÂ,Cloud Eau de Parfum,$50.00 - $72.00,,https://www.ulta.com/p/cloud-eau-de-parfum-pimprod2000100?sku=2536254,Ariana Grande Cloud Eau de Parfum is an uplifting fragrance. Inspiring. Dreamy. Playful.,Warm & Spicy,"Top - lavender blossom, juicy pear, bergamotMiddle - crÃ¨me de coconut, indulgent praline, vanilla orchidBase - sensual musks, creamy blonde woods Item 2536254",,,
LancÃ´meÂ,La Vie Est Belle Eau de Parfum,$95.00 - $164.00,,https://www.ulta.com/p/la-vie-est-belle-eau-de-parfum-xlsImpprod4570079?sku=2250012,"LancÃ´me La Vie Est Belle Eau de Parfum a timeless expression of joy and happiness, reminding us that every day is a new chance to make beautiful memories. This iconic women's fragrance, is a masterful blend of fresh spring iris, decadent spun sugar & warm vanilla, creating a floral gourmand scent.",Floral,"Top: IrisMiddle: PatchouliBase: Spun Sugar, Warm Vanilla Item 2250012",,,
Dolce&GabbanaÂ,Light Blue Eau de Toilette,$89.00 - $198.00,,https://www.ulta.com/p/light-blue-eau-de-toilette-pimprod2051153?sku=2636289,"The sensuality of sun-kissed skin, the invigorating breeze of the Mediterranean, and the fruity and floral scents from lush vegetation: Dolce&Gabbana Light Blue captures the lightness of a day cradled by the sound of waves caressing the cliffs of Capri.",,TOP NOTES: The fresh and juicy nuances of Sicilian Lemon evoke the characteristic scents of the Mediterranean maquis.BASE NOTES: The seductive base of Cedarwood gives the bouquet a particularly long-lasting trail.,,,
ValentinoÂ,Donna Born in Roma Intense Eau de Parfum,$115.00 - $185.00,,https://www.ulta.com/p/donna-born-in-roma-intense-eau-de-parfum-pimprod2037332?sku=2607893,"Valentino Donna Born in Roma Intense Eau de Parfum women's fragrance is a magnetic floral ambery, pushing vanilla and jasmine into a captivating embrace to glorify magnificent personalities.",Floral Ambery,Top - vanillaMiddle - trio jasmineBase - benzoin Item 2607893,,,
SnifÂ,Vanilla Vice Eau de Toilette,$65.00,,https://www.ulta.com/p/vanilla-vice-eau-de-toilette-pimprod2043894?sku=2620987,"Snif Vanilla Vice Eau de Toilette is the crÃ¨me de la crÃ¨me of classic scents with a rich blend of ice cream, Madagascar vanilla, jasmine, amberwood, musk, and orcanox that will make you melt.","Woody, Ambery, Vanilla","Ice Cream, Madagascar Vanilla, Jasmine Sambac, Amberwood, Musk, Orcanox Item 2620987",,,
CoachÂ,Dreams Moonlight Eau de Parfum,$78.00 - $120.00,,https://www.ulta.com/p/dreams-moonlight-eau-de-parfum-pimprod2045937?sku=2626290,"Coach Dreams Moonlight is inspired by the spirit of togetherness and the magical spark of friendship. This Eau de Parfum opens with a burst of zesty bergamot, then blossoms into a delicate floral bouquet before drying down to sweet tonka bean.",Floral,Top - zesty bergamotMiddle - modern floral bouqetBase - sweet tonka beans Item 2626290,,,
ValentinoÂ,Born in Roma Donna Extradose Parfum,$120.00 - $205.00,,https://www.ulta.com/p/born-in-roma-donna-extradose-parfum-pimprod2050294?sku=2636423,"Valentino Born in Roma Donna Extradose Parfum is a floral-ambery fragrance for women, an extradose of vanilla with liquor-like and captivating notes for an extra-addiction.",Floral Ambery,Top Note: Blackcurrant AccordHeart Note: Rum AccordBase Note: Vanilla Extract,,,
DiorÂ,Miss Dior Eau de Parfum,$115.00 - $225.00,,https://www.ulta.com/p/miss-dior-eau-de-parfum-pimprod2027834?sku=2585910,"A bouquet of lively colored flowers: a velvet heart of honeyed Centifolia rose, embroidered with a delicate lily-of-the-valley accord, apricot-tinged peony, and powdery iris notes. Comforting vanilla and a hint of tonka bean encounter warm creamy sandalwood to create a sensual, long-lasting trail.",FloralWarm Floral,"Velvety Centifolia Rose, comforting Vanilla, Creamy Sandalwood Item 2585910",,,
CHANELÂ,COCO MADEMOISELLE Eau de Parfum Spray,$143.00 - $176.00,,https://www.ulta.com/p/coco-mademoiselle-eau-de-parfum-spray-pimprod2015831?sku=2055113,"COCO MADEMOISELLE Eau de Parfum is an irresistibly sexy and spirited, sparkling oriental fragrance that recalls a daring young Coco Chanel.",Floral,OrangeJasmine Item 2055113,,,
DiorÂ,Miss Dior Blooming Bouquet Eau de Toilette,$98.00 - $188.00,,https://www.ulta.com/p/miss-dior-blooming-bouquet-eau-de-toilette-xlsImpprod13231193?sku=2604917,"An irresistibly charming, sheer floral bouquet opens with a juicy bergamot for an immediate playful brightness, pastel peony for a dewy effervescence, while Damascus rose adds a tender lychee facet. Cottony white musks and enveloping cedar wood leave a beautiful second-skin trail.",FloralFruity Florals,"Dewy Peony, tender Damascus Rose, cottony White Musks Item 2604917",,,
PradaÂ,Paradoxe Eau de Parfum,$110.00 - $180.00,,https://www.ulta.com/p/paradoxe-eau-de-parfum-pimprod2034721?sku=2599792,"Prada Paradoxe Eau de Parfum, a floral women's fragrance, is an invitation to explore and express the paradoxical multi-dimensionality of women. The celebration of being never the same, always yourself.",Floral,NeroliAmberMusk Item 2599792,,,
LancÃ´meÂ,La Vie Est Belle Vanille Nude Eau de Parfum,$35.00 - $164.00,,https://www.ulta.com/p/la-vie-est-belle-vanille-nude-eau-de-parfum-pimprod2053620?sku=2642178,LancÃ´me La Vie Est Belle Vanille Nude Eau de Parfum is a floral gourmand perfume that melts on your skin to reveal your most irresistible self. Solar Jasmine and glazed Vanilla culminates in an indulgence of creamy White Musk. A powerful fragrance that lasts all day long* on your skin.,Floral Gourmand,Solar JasmineGlazed VanillaCreamy White Musk Item 2642178,,,
Ariana GrandeÂ,MOD Vanilla Eau de Parfum,$50.00 - $72.00,,https://www.ulta.com/p/mod-vanilla-eau-de-parfum-pimprod2036424?sku=2604557,"Ariana Grande MOD, the fragrance collection. MOD Vanilla Eau de Parfum is an instantly addicting fragrance opening with dark plum and musk. A touch of gourmand is heightened to a sophisticated level with Orrisand Praline. Vanilla absolute and cocoa unveil its unforgettable signature.",Gourmand Musk,"Top - pink freesia, juicy plum, creamy musksMiddle - orris butter, white praline, jasmine petalsBase - vanilla absolute, cocoa butter Item 2604557",,,
KHLOÃ KARDASHIANÂ,XO KHLOÃ,$58.00 - $80.00,,https://www.ulta.com/p/xo-khloe-pimprod2049077?sku=2632566,"XO KHLOÃ by KHLOÃ KARDASHIAN is an unforgettable fragrance made with love. Created to inspire us to radiate positivity, to envelop us with confidence and strength, and encourage us to create a sense of warmth, peace, kindness and beauty through the love we share.",Floral Woody,"Top: Crystallized Rose Petals, Lavender, Sage BlossomHeart: Orange Blossom Water, Praline, Juicy PeachDrydown: Moss, Tonka Bean, Soft Wood, Sexy Musks Item 2632566",,,
Yves Saint LaurentÂ,Libre Eau de Parfum Intense,$115.00 - $185.00,,https://www.ulta.com/p/libre-eau-de-parfum-intense-pimprod2018118?sku=2569350,Yves Saint Laurent Libre Eau de Parfum Intense is the more sultry warm vanilla take on the iconic Eau de Parfum. The signature notes of lavender essence from France and Moroccan orange blossom combine with sultry warm vanilla from Madagascarto push this long-lasting perfume to the extreme.,Warm Floral,Top - lavender essenceMiddle - orange blossomBase - warm vanilla Item 2569350,,,
CHANELÂ,CHANCE EAU TENDRE Eau de Parfum Spray,$143.00 - $176.00,,https://www.ulta.com/p/chance-eau-tendre-eau-de-parfum-spray-pimprod2015977?sku=2539926,"An enhanced interpretation of the unexpected floral-fruity fragrance, CHANEL CHANCE EAU TENDRE Eau de Parfum sweeps you into a whirlwind of tenderness.",Floral,GrapefruitRose Accord Item 2539926,,,
Marc JacobsÂ,Perfect Absolute Eau de Parfum,$99.00 - $170.00,,https://www.ulta.com/p/perfect-absolute-eau-de-parfum-pimprod2054176?sku=2645575,"A celebration of empowerment and self-love, Marc Jacobs Perfect Absolute Eau de Parfum intertwines a sweet caramelized fig accord with heady jasmine absolu and rich amber.",Ambery,Top- Caramelized Fig AccordMiddle- Jasmine AbsoluBase- Rich Amber Accord,,,
GucciÂ,Flora Gorgeous Gardenia Eau de Parfum,$111.00 - $181.00,,https://www.ulta.com/p/flora-gorgeous-gardenia-eau-de-parfum-pimprod2026913?sku=2586738,"Sparkling and delicious, this fruity floral signature for women is a delicious fragrance of joy. It is built around the White Gardenia flower, and blended with solar Jasmine absolute, a cheerful Pear Blossom accord, and a sweet Brown Sugar accord.",Floral,"Top- Pear BlossomMiddle- White Gardenia, JasmineBase- Brown Sugar, Patchouli",,,
Yves Saint LaurentÂ,Black Opium Eau de Parfum,$99.00 - $220.00,,https://www.ulta.com/p/black-opium-eau-de-parfum-xlsImpprod12951153?sku=2292759,"Yves Saint Laurent Black Opium Eau de Parfum is a seductively intoxicating warm and spicy women's fragrance with notes of coffee, vanilla, and white flower.",Warm & SpicySweet Gourmand,Top - coffeeMiddle - white flowersBase - vanilla Item 2292759,,,
VersaceÂ,Bright Crystal Eau de Toilette,$78.00 - $179.00,,https://www.ulta.com/p/bright-crystal-eau-de-toilette-VP12312?sku=2137636,"Versace Bright Crystal Eau de Toilette is a sparkling floral scent featuring notes of yuzu, rose and magnolia.",Floral,"Top - Yuzu, Iced Accord, Pomegranate,Middle - Peony, Magnolia, Lotus FlowerBase - Acajou, Vegetal Amber, Musk Item 2137636",,,
Ariana GrandeÂ,God Is A Woman Eau de Parfum,$50.00 - $72.00,,https://www.ulta.com/p/god-a-woman-eau-de-parfum-pimprod2026595?sku=2586366,"Empowered. Breathtaking. Natural. A breath of fresh air for the senses. Introducing God Is A Woman Eau de Parfum, the fragrance by Ariana Grande.",Fruity Musk,"Top - ambrette, juicy pearMiddle - orris, turkish rose petalsBase - madagascar vanilla, creamy cedarwood Item 2586366",,,
MUGLERÂ,Alien Goddess Supra Florale Eau de Parfum,sale price $75.00 - $98.00$75.00 - $98.00list price $98.00 - $150.00$98.00 - $150.00,,https://www.ulta.com/p/alien-goddess-supra-florale-eau-de-parfum-pimprod2040063?sku=2609078,"Mugler Alien Goddess Supra Florale Eau de Parfum is a long-lasting floral ambery fragrance that exalts the original Eau de Parfum's florality even further. Its signature solar jasmine morphs into a new, ultramodern bloom that melds three terrestrial flowers into one otherworldly floral creature.",Floral Ambery,"Top - cactus accord, pear accordMiddle - jasmine grandiflorium superinfusion, co-distillate jasmine-everlasting absoluteBase - moss Item 2609078",,,
NematÂ,Vanilla Musk Eau de Parfum,sale price $44.99$44.99list price $59.99$59.99,,https://www.ulta.com/p/vanilla-musk-eau-de-parfum-pimprod2042584?sku=2619850,"The Vanilla Musk Eau de Parfum by Nemat is a gourmet scent that lingers with you throughout the day. This is a delicious, comforting Vanilla fragrance inspired by their popular Vanilla Musk fragrance oil. The Vanilla Musk Eau De Parfum envelopes the wearer in a warm, sweet yet musky aroma.",,Top - classic vanillaMiddle - baked goodsBase - warm musk Item 2619850,,,
BurberryÂ,Her Eau de Parfum Intense,$118.00 - $190.00,,https://www.ulta.com/p/her-eau-de-parfum-intense-pimprod2049463?sku=2633370,"Burberry Her Eau de Parfum Intense is a vibrant, gourmand perfume for women. Her Eau de Parfum Intense amplifies Her's signature fragrance with fruity notes of wild strawberry and orange blossom, rounded with warm ambery wood.",Ambery,Top- Wild StrawberryHeart- Orange BlossomsBase- Ambery Wood,,,
PradaÂ,Paradoxe Intense Eau De Parfum,$115.00 - $185.00,,https://www.ulta.com/p/paradoxe-intense-eau-de-parfum-pimprod2040815?sku=2615496,Prada Paradoxe Intense Eau De Parfum is a floral ambery fragrance for women that features a woody inflexion that punctuates the powerful and paradoxical Prada perfume.,Floral,JasmineAmbrofixMoss Accord Item 2615496,,,
DiorÂ,Miss Dior Essence,$134.00 - $198.00,,https://www.ulta.com/p/miss-dior-essence-pimprod2053866?sku=2644842,"Miss Dior Essence is both surprising and captivating, blending jammy blackberry, elderflower, and jasmine over dense, enveloping oak. Crafted by Francis Kurkdjian, it's a bold chypre thatâs intense and unapologetically feminine - crafted for a new generation of free and fearless women.",Floral Item 2644842,BlackberryJasmineElderflowerOakwood,,,
PradaÂ,Paradoxe Virtual Flower Eau de Parfum,$110.00 - $180.00,,https://www.ulta.com/p/paradoxe-virtual-flower-eau-de-parfum-pimprod2045966?sku=2628684,"Prada Paradoxe Virtual Flower Eau de Parfum is a light and long-lasting feminine fragrance that expands the boundaries of sensory perception and challenges the understanding of reality, with its fresh and floral signature augmented by Artificial Intelligence.",Floral Musky,Top - italian vert de bergamotMiddle - neroli and a jasmine AI accordBase - serenolide musk and ambrette Item 2628684,,,
DIMEÂ,7 Summers Eau de Toilette,$62.00,,https://www.ulta.com/p/7-summers-eau-de-toilette-pimprod2038419?sku=2610033,"DIME's 7 Summers Eau de Toilette is an uplifting scent that imbues a thoughtful, artistic expression of positivity and happiness. A scent that embodies the warmth and excitement of better days ahead.","Woodsy, Gourmand","Top: Bergamot Zest, Juicy Pear, Lavender BlossomMiddle: Vanilla Orchid, Whipped Cream, Sweet CoconutBottom: Blonde Woods, Ambrox, Fluffy Musk Item 2610033",,,
ValentinoÂ,Donna Born in Roma Green Stravaganza Eau de Parfum,$110.00 - $180.00,,https://www.ulta.com/p/donna-born-in-roma-green-stravaganza-eau-de-parfum-pimprod2043968?sku=2620990,"Valentino Donna Born in Roma Green Stravaganza Eau de Parfum is a floral-ambery woody women's fragrance that opens the door to an extravagant world created by distinctive lapsang souchong tea accord, radiant jasmine absolute and vanilla extract.",Floral Ambery,Top - lapsang souchong tea accordsMiddle - jasmine absoluteBase - vanilla extract Item 2620990,,,
PhilosophyÂ,Amazing Grace Eau de Toilette,$31.00 - $88.00,,https://www.ulta.com/p/amazing-grace-eau-de-toilette-xlsImpprod1500098?sku=2154026,"Feminine. Beautiful. Clean. Amazing Grace by Philosophy is always appropriate, soft and feminine. A scent that never offends and is praised by women everywhere.",Floral,Top - bergamotMiddle - muguet blossomsBase - lasting musk Item 2154026,,,
DiorÂ,J'adore Eau de Parfum,$115.00 - $225.00,,https://www.ulta.com/p/jadore-eau-de-parfum-pimprod2051019?sku=2636409,"Jâadore Eau de Parfum is the signature Dior's women's fragrance composed of solar and floral notes of ylang-ylang, Damascus rose and jasmine.",Floral Item 2636409,"Ylang-ylang, Damascus rose, Jasmine",,,
Marc JacobsÂ,Perfect Eau de Parfum,$96.00 - $165.00,,https://www.ulta.com/p/perfect-eau-de-parfum-pimprod2016739?sku=2568117,"Marc Jacobs Perfect Eau de Parfum is a unique celebration of difference and a tribute to self-love. An addictive comforting floral perfume with rhubarb and daffodil mellowed out by almond milk, cedarwood and cashmeran.",Floral,"Top - Rhubarb, DaffodilMiddle - Almond MilkBase - Cashmeran Item 2568117",,,
LancÃ´meÂ,IdÃ´le Eau de Parfum,$69.00 - $157.00,,https://www.ulta.com/p/idole-eau-de-parfum-pimprod2008623?sku=2553350,"Sophisticated, yet modern, LancÃ´me IdÃ´le Eau de Parfum empowers you to dream bigger. This fresh women's perfume pulsates through the day bursts of inviting florals, energizing citrus and sultry white musks with notes of bergamont, jasmine & vanilla.",Fresh Floral,"Top - bergamot, juicy pear, pink peppercornMiddle - rose, jasmineBase - white musks, vanilla, patchouli, cedarwood Item 2553350",,,
DiorÂ,Miss Dior Parfum,$122.00 - $225.00,,https://www.ulta.com/p/miss-dior-parfum-pimprod2043892?sku=2621580,"Created by Francis Kurkdjian, this perfume opens with the juicy freshness of a sparkling mandarin. Starry jasmine, tailor-made for Dior, brings out succulent wild strawberry facets, and the ambery woody accord warms up a soothing depth to this intense yet incredibly smooth fruity floral parfum.",Floral,Top: MandarinHeart: JasmineBase: Ambery Woods Item 2621580,,,
KYLIE COSMETICSÂ,Cosmic Kylie Jenner 2.0 Eau de Parfum,$54.00 - $84.00,,https://www.ulta.com/p/cosmic-kylie-jenner-20-eau-de-parfum-pimprod2050799?sku=2636315,"Embody the essence of dawn with Cosmic Kylie Jenner 2.0. The floral amber eau de parfum envelops you in a celestial embrace with notes of pear, lavender essence, and amber accord. Fresh and sweet with a hint of warmth, this fragrance casts a captivating aura that lasts all day.","Floral, Ambery",Top Notes - Pear Accord & Pink Pepper EssenceHeart Notes - Vanilla Orchid Accord & Lavender EssenceBase Notes - Amber & Sandalwood Accord Item 2636315,,,
AzzaroÂ,The Most Wanted Eau de Parfum Intense,$110.00 - $135.00,,https://www.ulta.com/p/most-wanted-eau-de-parfum-intense-pimprod2023922?sku=2579632,"Azzaro The Most Wanted Eau de Parfum Intense; a long lasting men's cologne featuring vibrant cardamom, addictive toffee accord, and a masculine trail of amber wood.",FougereWarm & SpicyWoody,Top - cardamomMiddle - toffee accordBase - amber woods Item 2579632,,,
BurberryÂ,Burberry Goddess Eau de Parfum Intense,$118.00 - $190.00,,https://www.ulta.com/p/burberry-goddess-eau-de-parfum-intense-pimprod2046411?sku=2628071,"Burberry Goddess Eau de Parfum Intense is a gourmand aromatic fragrance. The signature trio of vanillas from Goddess Eau de Parfum is amplified with a fourth vanilla wood (vanilla SFE) that has a smoky character. When combined with lavender essence, it intensifies the scent with a woody aroma.",Ambery,"Top - vanilla infusion and lavenderMiddle - vanilla caviarBase - vanilla absolute, vanilla woody (SFE) Item 2628071",,,
Carolina HerreraÂ,Good Girl Blush Elixir,$106.00 - $182.00,,https://www.ulta.com/p/good-girl-blush-elixir-pimprod2044153?sku=2619805,"Carolina Herrera Good Girl Blush Elixir is a sensual, more intense interpretation of Good Girl Blush, housed in an alluring dÃ©gradÃ© bottle. This new addition to the Good Girl family reveals the multifaceted nature of modern femininity with a seductive blend of rose, vanilla and patchouli.",Florals,,,,
Ariana GrandeÂ,r.e.m. Cherry Eclipse Eau de Parfum,$62.00 - $72.00,,https://www.ulta.com/p/rem-cherry-eclipse-eau-de-parfum-pimprod2050089?sku=2635789,"r.e.m. Cherry Eclipse Eau de Parfum: A celebration of the rare and extraordinary, just like an eclipse. Redefine the everyday and eclipse the ordinary with Ariana Grande's addicting new fragrance.",Ambery Fruity,Top: Black Cherry Jubilee Sugared Honeysuckle PetalsHeart: Natural Jasmine Absolute Sambac Marshmallow MeringueDrydown: Glowing Amber Warm Musks Item 2635789,,,
CHANELÂ,CHANCE EAU SPLENDIDE Eau de Parfum Spray,$143.00 - $176.00,,https://www.ulta.com/p/chance-eau-splendide-eau-de-parfum-spray-pimprod2051175?sku=2638381,"A luminous CHANCE fragrance that dazzles with splendor. CHANCE EAU SPLENDIDE is a magnetic expression that releases an olfactory whirlwind, diffusing a floral-fruity sillage that is captivating and elegant.",,,,,
Juicy CoutureÂ,Just Moi Eau de Parfum,$116.00 - $143.00,,https://www.ulta.com/p/just-moi-eau-de-parfum-pimprod2052592?sku=2645387,"Be effortlessly cool and unapologetically yourself with the new freely feminine fragrance layered with notes of Cacao Blossom, CrÃ¨me de Cacao and Vanilla-Ambrox. Make your world a little juicier with Just Moi by Juicy Couture.",Amber Vanilla,"Top Notes: Cacao Blossom, Magnolia, Plum NectarMiddle Notes: CrÃ¨me de Cacao, Vanilla Orchid, Jasmine SambacBase Notes: Cacao Bean, Exclusive Vanilla-Ambrox, Sandalwood, Warm Musk",,,
ARMANIÂ,Acqua di Gioia Eau de Parfum,$75.00 - $140.00,,https://www.ulta.com/p/acqua-di-gioia-eau-de-parfum-xlsImpprod2570029?sku=2222169,"Armani Acqua di Gioia Eau de Parfum is a refreshing aquatic women's perfume representing the joy of the Mediterranean Sea with a blend of jasmine, lemon, and cedar.",FreshCitrus Aquatic,JasmineLemonCedar Item 2222169,,,
Carolina HerreraÂ,Very Good Girl Eau de Parfum,$102.00 - $176.00,,https://www.ulta.com/p/very-good-girl-eau-de-parfum-pimprod2025902?sku=2583474,"Fun, fabulous and fearless, Very Good Girl Eau de Parfum is a bold interpretation of the iconic Good Girl scent. Evolving Carolina Herrera's vision of the duality of the modern woman, this irresistible fragrance will walk straight into your heart with its seductive rose scent and red-hot design.",Floral,"Top - redcurrant, lycheeMiddle - roseBase - vetiver, vanilla Item 2583474",,,
Billie EilishÂ,Your Turn Eau de Parfum,$70.00 - $90.00,,https://www.ulta.com/p/your-turn-eau-de-parfum-pimprod2050411?sku=2637738,"Billie Eilish Your Turn opens with bergamot, cardamom, and fresh ginger, softening into peach skin and jasmine, then grounding with sandalwood, musks, and sustainable Sylvamber for a warmth that lingers.",Woody Fresh,"Top: Bergamot Peel, Cardamom Pod, Fresh GingerMid: Velvet Peach Skin, Night Blooming Jasmine, Coconut WaterDry: Sandalwood Australia, Captive Musks, Upcycled SylvamberTM Item 2637738",,,
CHANELÂ,COCO MADEMOISELLE Eau de Parfum Intense Spray,$147.00 - $182.00,,https://www.ulta.com/p/coco-mademoiselle-eau-de-parfum-intense-spray-pimprod2015973?sku=2523367,"CHANEL COCO MADEMOISELLE Eau de Parfum Intense is a powerful, deep, addictive fragrance - with an irresistible, intense facet of the original scent.",Floral,PatchouliAmber Item 2523367,,,
Jimmy ChooÂ,I Want Choo Le Parfum,$100.00 - $170.00,,https://www.ulta.com/p/i-want-choo-le-parfum-pimprod2046788?sku=2626277,"Jimmy Choo I Want Choo Le Parfum is a luxurious fragrance that celebrates glamour and joy. This daring scent combines notes of jasmine, pear, and sandalwood to compliment a high-energy woman looking for exhilarating fun.",Floral,"Top - pear, golden gardenia, blackberryMiddle - jasmine absolute, patchouli, ambretteBase - sandalwood, moss, praline Item 2626277",,,
Yves Saint LaurentÂ,Libre Flower & Flames Eau de Parfum Florale,$110.00 - $180.00,,https://www.ulta.com/p/libre-flower-flames-eau-de-parfum-florale-pimprod2045994?sku=2628280,"Yves Saint Laurent Libre Flower and Flames is a new sultry floral blast, a warm sensual and sun-kissed interpretation of Libre. Flowers have never been so hot.",Warm Foral,Coco Palm Tree Flower AccordLily Flower AccordOrange BlossomDiva Lavender Heart Item 2628280,,,
Yves Saint LaurentÂ,Mon Paris Eau de Parfum,$95.00 - $162.00,,https://www.ulta.com/p/mon-paris-eau-de-parfum-xlsImpprod14421031?sku=2306791,"Mon Paris Eau de Parfum is the passionate women's fragrance by Yves Saint Laurent with notes of red berry, white datura flower and white musk.",Fruity Floral,Top - red berriesMiddle - white datura flowerBase - white musk Item 2306791,,,
LancÃ´meÂ,La Vie Est Belle L'Elixir Eau de Parfum,$99.00 - $172.00,,https://www.ulta.com/p/la-vie-est-belle-lelixir-eau-de-parfum-pimprod2047753?sku=2629145,LancÃ´me's La Vie Est Belle L'Elixir Eau de Parfum is a warm floral elixir perfume that opens with sparkling raspberry and luminous violet leaf notes beautifully blending with a warm cocoa butter base. It creates a scent that evokes the liberation found in radical self-love.,FloralFruityGourmand,"Top notes of sparkling raspberry, intertwined with bright Calabrian bergamot, open the fragranceMiddle notes of velvety violet are amplified by rose heart absolute, heightening the scent's intensityA delicious cocoa butter base note is enveloped in leather accords and the depth of elegant Virginian cedar wood Item 2629145",,,
OrebellaÂ,ETERNAL ROOTS Parfum,$72.00 - $100.00,,https://www.ulta.com/p/eternal-roots-parfum-pimprod2053934?sku=2638392,"'ÃrÉbella founded by Bella Hadid. ETERNAL ROOTS is a multi-layered woody fruity fragrance that opens with fresh lychee, raspberry, and pink sugar, then evolves into an earthy base of vetiver, papyrus, and birch smoke for a harmonious blend of sweetness and depth.",Woody Fruity,"Top: Lychee, Bergamot, Pink PepperMiddle: Raspberry Blossom, Pink Sugar, Suede, LabdnumBase: Papyrus, Vetiver, Birch Smoke, PatchouliPlus Aromatherapy Essential Oils: Papyrus Essential Oil, Bergamot Essential Oil, Vetiver Root Essential Oil Item 2638392",,,
VersaceÂ,Dylan Purple Pour Femme Eau de Parfum,$88.00 - $148.00,,https://www.ulta.com/p/dylan-purple-pour-femme-eau-de-parfum-pimprod2037859?sku=2608163,"Versace Dylan Purple Pour Femme Eau de Parfum is a bright, colorful, elegant fragrance.",Floral Fruity,"Top - bitter orange, italy orpur, pear juice, accord bergamot italy orpurMiddle - purple freesia, pomarose, mahonialBase - iso e super, cedarwood, virginia orpur, ambrofix, belambre sylkolide Item 2608163",,,
